Tnumber:,,,,,,200,200,200,200,200,200,200,200,200,200,200,200,200,200,300,300,300,300,310,310,310,320,320,320,320,330,330,330,330,330,330,330,340,340,350,350,350,550,550,560,560,560,
31, 0,63,0, 1,1,-391.563,-459.302,-461.108,-462.369,-462.149,-462.004,-464.446,-462.382,-464.090,-463.349,-463.834,-463.714,0.125,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.559,PASS,1231.070,2.464,1941.360,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
31, 1,63,1, 1,1,-403.517,-480.105,-479.780,-479.626,-477.475,-478.258,-478.600,-480.661,-481.390,-479.453,-479.933,-476.968,0.185,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.554,PASS,1231.742,2.436,1935.243,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
32, 0,65,0, 1,1,-393.014,-465.689,-466.909,-465.617,-465.953,-467.444,-467.402,-467.050,-466.049,-467.727,-465.241,-465.790,0.212,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.626,PASS,1232.386,2.500,1897.970,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
32, 1,65,1, 1,1,-386.913,-460.796,-460.402,-459.645,-459.777,-461.115,-460.923,-460.505,-460.865,-462.356,-460.419,-458.355,0.197,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.647,PASS,1223.221,2.423,1953.203,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
33, 0,67,0, 1,1,-390.436,-458.172,-459.834,-461.431,-462.030,-459.731,-461.471,-461.818,-463.690,-462.910,-462.661,-460.879,0.197,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.587,PASS,1230.819,2.445,1917.272,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
33, 1,67,1, 1,1,-402.056,-477.022,-476.543,-478.687,-476.019,-476.305,-477.851,-479.151,-483.674,-478.670,-476.889,-477.344,0.053,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.603,PASS,1228.547,2.440,1955.550,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
34, 0,69,0, 1,1,-393.711,-465.307,-465.955,-465.755,-464.914,-463.413,-467.024,-465.918,-466.197,-465.361,-466.672,-464.745,0.128,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.612,PASS,1232.461,2.444,1898.671,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
34, 1,69,1, 1,1,-389.501,-460.495,-459.758,-461.046,-461.563,-460.982,-460.919,-460.605,-462.524,-462.299,-462.461,-458.742,-0.125,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.715,PASS,1229.962,2.471,1922.632,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
35, 0,71,0, 1,1,-389.553,-458.067,-459.367,-459.503,-461.467,-460.787,-461.132,-461.665,-462.427,-459.910,-460.901,-461.829,0.268,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.621,PASS,1229.504,2.446,1910.259,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
35, 1,71,1, 1,1,-401.502,-475.996,-475.134,-475.379,-477.370,-476.983,-475.773,-477.480,-478.849,-479.482,-477.661,-474.646,0.483,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.627,PASS,1233.659,2.483,1936.817,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
36, 0,73,0, 1,1,-394.628,-464.806,-470.397,-467.913,-468.132,-466.346,-467.750,-469.105,-468.098,-467.951,-469.018,-467.837,-0.043,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.645,PASS,1228.275,2.464,1930.232,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
36, 1,73,1, 1,1,-387.696,-459.025,-459.232,-459.764,-461.295,-458.766,-459.221,-459.424,-462.310,-461.110,-460.539,-459.862,0.079,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.671,PASS,1232.656,2.449,1926.805,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
37, 0,75,0, 1,1,-386.740,-457.013,-457.038,-457.850,-459.437,-457.563,-458.300,-459.419,-461.507,-458.746,-459.585,-460.211,0.103,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.677,PASS,1227.937,2.462,1911.119,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
37, 1,75,1, 1,1,-400.934,-477.885,-476.075,-473.082,-473.785,-475.125,-476.007,-477.613,-476.041,-476.866,-476.779,-475.399,0.056,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.539,PASS,1228.534,2.473,1956.804,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
38, 0,77,0, 1,1,-389.481,-464.115,-465.783,-462.722,-463.884,-462.640,-464.217,-463.079,-464.791,-464.322,-464.960,-462.874,0.160,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.641,PASS,1232.085,2.460,1923.465,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
38, 1,77,1, 1,1,-389.893,-460.844,-460.445,-461.895,-463.577,-461.731,-462.287,-462.933,-462.896,-464.924,-463.650,-461.330,0.247,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.631,PASS,1228.659,2.476,1944.259,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
39, 0,79,0, 1,1,-389.490,-457.265,-460.173,-460.336,-460.700,-459.335,-461.681,-460.518,-462.598,-459.996,-461.278,-461.242,0.234,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.598,PASS,1233.977,2.506,1915.467,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
39, 1,79,1, 1,1,-403.833,-478.081,-477.192,-478.311,-478.936,-480.378,-479.181,-479.461,-480.155,-480.728,-479.070,-477.793,-0.138,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.583,PASS,1230.739,2.461,1914.040,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
40, 0,81,0, 1,1,-395.062,-466.518,-469.018,-469.036,-467.774,-468.366,-469.054,-467.638,-468.890,-468.347,-467.893,-467.279,0.264,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.603,PASS,1228.113,2.466,1924.602,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
40, 1,81,1, 1,1,-389.960,-458.992,-458.368,-461.880,-460.660,-460.208,-460.504,-460.981,-462.286,-461.282,-462.936,-459.986,0.310,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.620,PASS,1230.013,2.456,1896.312,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
41, 0,83,0, 1,1,-393.296,-461.215,-462.048,-462.755,-465.086,-463.566,-464.708,-464.465,-465.305,-464.803,-465.523,-465.503,0.300,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.627,PASS,1234.278,2.510,1921.875,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
41, 1,83,1, 1,1,-400.136,-478.625,-477.684,-476.695,-477.499,-477.298,-476.664,-475.494,-477.543,-478.890,-479.597,-476.849,0.148,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.552,PASS,1231.052,2.442,1920.288,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
42, 0,85,0, 1,1,-394.212,-465.937,-467.248,-466.970,-467.488,-468.600,-470.019,-468.264,-469.295,-467.398,-467.583,-464.850,0.013,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.652,PASS,1228.438,2.475,1932.142,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
42, 1,85,1, 1,1,-387.076,-459.789,-459.672,-459.311,-459.648,-458.675,-459.403,-460.485,-459.396,-459.845,-460.055,-460.053,0.121,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.579,PASS,1231.892,2.440,1916.933,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
43, 0,87,0, 1,1,-386.621,-456.121,-459.209,-456.079,-455.561,-456.417,-455.974,-457.293,-456.974,-456.304,-457.892,-457.267,0.293,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.715,PASS,1227.749,2.510,1916.369,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
43, 1,87,1, 1,1,-399.262,-477.523,-477.269,-475.994,-477.690,-476.238,-477.499,-476.999,-477.252,-477.988,-477.589,-477.149,0.290,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.560,PASS,1233.984,2.481,1943.292,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
44, 0,89,0, 1,1,-390.632,-464.310,-465.740,-464.698,-464.738,-465.338,-465.110,-465.664,-466.225,-464.856,-466.238,-464.706,0.280,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.647,PASS,1227.123,2.455,1926.159,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
44, 1,89,1, 1,1,-387.539,-458.410,-458.254,-459.826,-457.781,-459.535,-458.435,-459.157,-460.126,-459.697,-458.531,-456.582,0.199,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.664,PASS,1226.053,2.453,1910.819,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
45, 0,91,0, 1,1,-391.820,-460.161,-462.926,-463.236,-462.492,-462.444,-464.384,-462.965,-463.899,-462.786,-464.392,-462.845,0.304,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.630,PASS,1229.992,2.506,1919.609,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
45, 1,91,1, 1,1,-403.336,-477.814,-476.657,-478.249,-478.005,-476.601,-479.711,-479.656,-482.816,-480.494,-479.736,-478.336,0.279,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.603,PASS,1233.959,2.486,1937.662,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
46, 0,93,0, 1,1,-395.898,-465.336,-470.821,-466.722,-467.875,-468.404,-467.956,-469.234,-468.608,-467.145,-469.343,-468.228,0.150,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.598,PASS,1233.288,2.461,1910.483,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
46, 1,93,1, 1,1,-385.987,-458.419,-458.158,-457.772,-458.889,-457.300,-456.490,-458.281,-460.178,-460.012,-460.798,-458.904,0.086,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.666,PASS,1233.646,2.449,1918.967,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
47, 0,95,0, 1,1,-392.427,-459.774,-461.084,-462.203,-462.197,-461.398,-464.551,-465.382,-463.961,-463.850,-464.149,-461.390,0.205,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.604,PASS,1230.343,2.479,1907.274,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
47, 1,95,1, 1,1,-397.677,-475.857,-474.876,-472.677,-474.019,-472.590,-473.661,-474.675,-475.845,-475.974,-474.080,-471.676,0.218,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.632,PASS,1231.955,2.470,1928.746,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
48, 0,97,0, 1,1,-395.965,-466.352,-467.892,-468.251,-469.066,-469.173,-470.090,-469.865,-469.614,-467.966,-469.305,-468.949,-0.022,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.606,PASS,1229.717,2.463,1921.686,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
48, 1,97,1, 1,1,-388.785,-458.959,-458.335,-461.385,-461.128,-459.358,-460.523,-462.633,-463.730,-461.439,-462.897,-460.363,0.256,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.618,PASS,1236.729,2.503,1930.996,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
49, 0,99,0, 1,1,-387.146,-457.590,-458.470,-458.750,-459.317,-459.731,-459.403,-459.290,-460.067,-459.939,-460.215,-460.774,0.202,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.627,PASS,1238.827,2.508,1933.557,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
49, 1,99,1, 1,1,-404.033,-477.146,-475.994,-478.492,-477.724,-478.244,-478.566,-478.799,-483.378,-480.914,-479.013,-477.235,0.241,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.578,PASS,1234.661,2.502,1908.691,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
50, 1,101,1, 1,1,-395.963,-467.091,-467.045,-469.202,-469.641,-468.913,-468.141,-469.714,-469.967,-469.492,-468.204,-466.098,0.141,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.693,PASS,1228.597,2.451,1905.971,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
51, 0,103,0, 1,1,-393.186,-461.238,-462.511,-465.489,-464.533,-463.275,-465.573,-465.306,-465.529,-464.245,-465.542,-465.365,0.356,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.673,PASS,1230.092,2.446,1940.319,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4.999,5.000,PASS,
51, 1,103,1, 1,1,-402.567,-478.305,-477.264,-477.910,-478.530,-478.459,-477.522,-478.504,-479.798,-478.856,-479.664,-476.815,0.312,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.552,PASS,1233.245,2.471,1928.555,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
52, 0,105,0, 1,1,-392.637,-465.474,-470.020,-463.412,-464.452,-462.778,-464.431,-465.535,-465.134,-463.406,-465.132,-464.840,-0.115,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.600,PASS,1229.228,2.468,1938.355,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
52, 1,105,1, 1,1,-404.086,-479.852,-478.486,-480.203,-479.791,-478.177,-478.066,-480.590,-480.532,-481.654,-480.336,-479.652,0.371,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.500,PASS,1236.503,2.493,1953.320,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
53, 0,107,0, 1,1,-397.201,-472.795,-495.506,-470.003,-470.697,-470.534,-472.473,-471.857,-470.639,-470.551,-471.637,-470.824,0.269,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.697,PASS,1233.050,2.444,1923.503,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
54, 0,109,0, 1,1,-384.095,-455.877,-457.425,-455.583,-456.319,-456.498,-455.864,-456.380,-458.895,-456.285,-457.749,-458.169,-0.019,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.603,PASS,1237.649,2.492,1896.312,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
54, 1,109,1, 1,1,-406.583,-482.858,-481.332,-482.262,-482.025,-482.193,-482.051,-484.251,-484.027,-484.599,-482.900,-483.423,0.163,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.595,PASS,1230.601,2.465,1959.513,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
55, 0,111,0, 1,1,-394.317,-467.954,-468.985,-469.637,-468.408,-470.333,-471.341,-469.908,-471.911,-468.609,-470.549,-469.732,0.141,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.576,PASS,1230.368,2.499,1941.129,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
55, 1,111,1, 1,1,-391.918,-463.034,-462.088,-464.392,-465.439,-462.428,-463.760,-465.966,-466.939,-464.604,-465.678,-463.566,0.375,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.635,PASS,1227.958,2.485,1927.375,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
56, 0,113,0, 1,1,-397.960,-469.251,-469.724,-472.375,-470.358,-470.023,-470.568,-471.585,-470.963,-471.075,-471.312,-470.562,-0.110,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.569,PASS,1233.213,2.498,1926.235,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
56, 1,113,1, 1,1,-404.749,-479.074,-477.651,-479.131,-479.748,-479.700,-478.371,-479.609,-479.888,-479.821,-481.529,-477.073,0.003,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.586,PASS,1228.308,2.464,1914.078,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
57, 0,115,0, 1,1,-394.785,-465.803,-467.110,-467.898,-469.219,-468.528,-469.479,-470.209,-469.390,-468.295,-469.748,-468.214,0.079,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.568,PASS,1233.676,2.468,1906.902,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
57, 1,115,1, 1,1,-389.449,-459.283,-459.252,-462.090,-461.515,-461.932,-459.074,-461.809,-461.580,-461.945,-461.642,-459.647,0.254,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.658,PASS,1229.649,2.478,1910.371,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
58, 0,117,0, 1,1,-400.095,-467.768,-468.732,-469.860,-470.749,-469.918,-472.831,-471.355,-473.565,-470.140,-472.576,-471.612,0.498,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.657,PASS,1230.393,2.499,1912.503,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
58, 1,117,1, 1,1,-404.983,-478.105,-477.316,-479.245,-477.915,-477.231,-477.770,-480.170,-479.092,-482.035,-480.676,-479.166,0.354,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.592,PASS,1233.320,2.477,1929.737,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
59, 0,119,0, 1,1,-389.070,-461.424,-462.482,-462.822,-461.582,-461.417,-462.583,-460.972,-463.175,-459.476,-462.852,-460.941,-0.016,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.666,PASS,1226.935,2.467,1919.533,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
59, 1,119,1, 1,1,-390.285,-460.543,-460.006,-462.962,-463.787,-462.118,-461.982,-463.519,-463.692,-463.535,-462.840,-460.539,-0.131,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.646,PASS,1228.108,2.432,1942.944,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
60, 0,121,0, 1,1,-387.738,-458.472,-459.190,-459.365,-458.755,-458.494,-460.874,-459.601,-460.463,-459.710,-459.800,-459.142,0.444,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.687,PASS,1230.118,2.498,1907.609,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
60, 1,121,1, 1,1,-405.332,-479.284,-478.038,-479.755,-479.361,-480.001,-480.712,-480.270,-483.598,-479.620,-480.690,-478.989,0.354,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.568,PASS,1232.017,2.455,1943.833,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
61, 0,123,0, 1,1,-388.101,-461.410,-462.563,-460.984,-461.363,-459.703,-461.466,-461.493,-461.211,-460.854,-461.416,-461.290,0.228,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.644,PASS,1233.112,2.476,1933.213,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
61, 1,123,1, 1,1,-389.310,-459.102,-458.569,-460.760,-461.352,-458.780,-459.574,-461.000,-460.941,-459.941,-458.847,-458.189,0.136,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.640,PASS,1233.070,2.461,1906.120,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
62, 0,125,0, 1,1,-382.653,-454.413,-455.836,-453.121,-454.226,-453.638,-455.358,-454.067,-454.219,-454.458,-453.953,-453.258,0.297,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.701,PASS,1231.659,2.464,1893.848,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
62, 1,125,1, 1,1,-400.862,-478.048,-476.529,-476.871,-475.150,-475.350,-475.358,-477.061,-479.292,-478.160,-477.210,-475.547,0.204,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.655,PASS,1228.246,2.441,1924.716,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
63, 0,127,0, 1,1,-394.017,-463.814,-464.963,-466.441,-466.058,-466.608,-466.886,-468.049,-469.076,-468.047,-468.160,-466.429,0.203,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.664,PASS,1229.967,2.504,1929.851,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
63, 1,127,1, 1,1,-384.024,-456.401,-456.152,-456.480,-457.457,-455.629,-456.580,-456.719,-456.908,-455.206,-456.240,-454.603,0.377,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.663,PASS,1227.644,2.430,1923.427,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
64, 0,129,0, 1,1,-391.849,-459.173,-465.912,-463.331,-462.273,-463.580,-462.779,-462.773,-463.709,-463.239,-464.421,-463.132,0.251,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.693,PASS,1229.554,2.488,1911.231,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
64, 1,129,1, 1,1,-402.920,-478.764,-477.756,-477.410,-477.824,-476.821,-477.303,-477.475,-480.398,-477.191,-477.795,-477.440,0.208,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.637,PASS,1232.268,2.421,1895.686,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
65, 0,131,0, 1,1,-395.879,-466.046,-466.661,-468.522,-467.779,-468.012,-468.457,-468.679,-468.589,-468.700,-469.376,-468.410,0.152,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.556,PASS,1232.473,2.469,1922.556,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
65, 1,131,1, 1,1,-383.098,-456.291,-456.788,-453.653,-454.759,-454.607,-454.640,-456.376,-454.962,-454.986,-454.897,-452.549,0.022,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.650,PASS,1234.185,2.463,1905.711,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
66, 0,133,0, 1,1,-385.742,-454.647,-455.765,-455.850,-456.529,-456.866,-457.923,-456.098,-458.428,-456.505,-459.094,-456.498,0.376,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.690,PASS,1230.343,2.456,1899.742,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
66, 1,133,1, 1,1,-402.171,-476.473,-476.099,-476.290,-475.566,-475.550,-476.211,-476.237,-478.153,-477.635,-477.953,-476.362,-0.103,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.557,PASS,1227.118,2.441,1934.707,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
